class id,filepaths,labels,data set
0,train/ASCOT CAP/122.jpg,ASCOT CAP,train
0,train/ASCOT CAP/123.jpg,ASCOT CAP,train
0,train/ASCOT CAP/124.jpg,ASCOT CAP,train
0,train/ASCOT CAP/125.jpg,ASCOT CAP,train
0,train/ASCOT CAP/126.jpg,ASCOT CAP,train
0,train/ASCOT CAP/127.jpg,ASCOT CAP,train
0,train/ASCOT CAP/128.jpg,ASCOT CAP,train
0,train/ASCOT CAP/129.jpg,ASCOT CAP,train
0,train/ASCOT CAP/130.jpg,ASCOT CAP,train
0,train/ASCOT CAP/131.jpg,ASCOT CAP,train
0,train/ASCOT CAP/132.jpg,ASCOT CAP,train
0,train/ASCOT CAP/133.jpg,ASCOT CAP,train
0,train/ASCOT CAP/134.jpg,ASCOT CAP,train
0,train/ASCOT CAP/135.jpg,ASCOT CAP,train
0,train/ASCOT CAP/136.jpg,ASCOT CAP,train
0,train/ASCOT CAP/137.jpg,ASCOT CAP,train
0,train/ASCOT CAP/138.jpg,ASCOT CAP,train
0,train/ASCOT CAP/139.jpg,ASCOT CAP,train
0,train/ASCOT CAP/140.jpg,ASCOT CAP,train
0,train/ASCOT CAP/141.jpg,ASCOT CAP,train
0,train/ASCOT CAP/142.jpg,ASCOT CAP,train
0,train/ASCOT CAP/143.jpg,ASCOT CAP,train
0,train/ASCOT CAP/144.jpg,ASCOT CAP,train
0,train/ASCOT CAP/145.jpg,ASCOT CAP,train
0,train/ASCOT CAP/146.jpg,ASCOT CAP,train
0,train/ASCOT CAP/147.jpg,ASCOT CAP,train
0,train/ASCOT CAP/148.jpg,ASCOT CAP,train
0,train/ASCOT CAP/149.jpg,ASCOT CAP,train
0,train/ASCOT CAP/150.jpg,ASCOT CAP,train
0,train/ASCOT CAP/151.jpg,ASCOT CAP,train
0,train/ASCOT CAP/152.jpg,ASCOT CAP,train
0,train/ASCOT CAP/153.jpg,ASCOT CAP,train
1,train/BASEBALL CAP/001.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/002.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/003.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/004.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/005.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/006.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/007.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/008.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/009.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/010.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/011.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/012.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/013.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/014.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/015.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/016.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/017.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/018.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/019.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/020.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/021.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/022.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/023.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/024.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/025.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/026.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/027.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/028.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/029.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/030.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/031.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/032.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/033.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/034.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/035.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/036.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/037.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/038.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/039.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/040.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/041.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/042.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/043.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/044.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/045.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/046.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/047.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/048.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/049.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/050.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/051.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/052.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/053.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/054.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/055.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/056.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/057.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/058.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/059.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/060.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/061.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/062.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/063.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/064.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/065.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/066.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/067.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/068.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/069.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/070.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/071.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/072.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/073.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/074.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/075.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/076.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/077.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/078.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/079.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/080.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/081.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/082.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/083.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/084.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/085.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/086.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/087.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/088.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/089.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/090.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/091.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/092.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/093.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/094.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/095.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/096.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/097.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/098.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/099.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/100.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/101.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/102.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/103.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/104.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/105.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/106.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/107.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/108.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/109.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/110.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/111.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/112.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/113.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/114.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/115.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/116.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/117.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/118.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/119.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/120.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/121.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/122.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/123.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/124.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/125.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/126.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/127.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/128.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/129.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/130.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/131.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/132.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/133.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/134.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/135.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/136.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/137.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/138.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/139.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/140.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/141.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/142.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/143.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/144.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/145.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/146.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/147.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/148.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/149.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/150.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/151.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/152.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/153.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/154.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/155.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/156.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/157.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/158.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/159.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/160.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/161.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/162.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/163.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/164.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/165.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/166.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/167.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/168.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/169.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/170.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/171.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/172.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/173.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/174.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/175.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/176.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/177.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/178.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/179.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/180.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/181.jpg,BASEBALL CAP,train
1,train/BASEBALL CAP/182.jpg,BASEBALL CAP,train
2,train/BERET/001.jpg,BERET,train
2,train/BERET/002.jpg,BERET,train
2,train/BERET/003.jpg,BERET,train
2,train/BERET/004.jpg,BERET,train
2,train/BERET/005.jpg,BERET,train
2,train/BERET/006.jpg,BERET,train
2,train/BERET/007.jpg,BERET,train
2,train/BERET/008.jpg,BERET,train
2,train/BERET/009.jpg,BERET,train
2,train/BERET/010.jpg,BERET,train
2,train/BERET/011.jpg,BERET,train
2,train/BERET/012.jpg,BERET,train
2,train/BERET/013.jpg,BERET,train
2,train/BERET/014.jpg,BERET,train
2,train/BERET/015.jpg,BERET,train
2,train/BERET/016.jpg,BERET,train
2,train/BERET/017.jpg,BERET,train
2,train/BERET/018.jpg,BERET,train
2,train/BERET/019.jpg,BERET,train
2,train/BERET/020.jpg,BERET,train
2,train/BERET/021.jpg,BERET,train
2,train/BERET/022.jpg,BERET,train
2,train/BERET/023.jpg,BERET,train
2,train/BERET/024.jpg,BERET,train
2,train/BERET/025.jpg,BERET,train
2,train/BERET/026.jpg,BERET,train
2,train/BERET/027.jpg,BERET,train
2,train/BERET/028.jpg,BERET,train
2,train/BERET/029.jpg,BERET,train
2,train/BERET/030.jpg,BERET,train
2,train/BERET/031.jpg,BERET,train
2,train/BERET/032.jpg,BERET,train
2,train/BERET/033.jpg,BERET,train
2,train/BERET/034.jpg,BERET,train
2,train/BERET/035.jpg,BERET,train
2,train/BERET/036.jpg,BERET,train
2,train/BERET/037.jpg,BERET,train
2,train/BERET/038.jpg,BERET,train
2,train/BERET/039.jpg,BERET,train
2,train/BERET/040.jpg,BERET,train
2,train/BERET/041.jpg,BERET,train
2,train/BERET/042.jpg,BERET,train
2,train/BERET/043.jpg,BERET,train
2,train/BERET/044.jpg,BERET,train
2,train/BERET/045.jpg,BERET,train
2,train/BERET/046.jpg,BERET,train
2,train/BERET/047.jpg,BERET,train
2,train/BERET/048.jpg,BERET,train
2,train/BERET/049.jpg,BERET,train
2,train/BERET/050.jpg,BERET,train
2,train/BERET/051.jpg,BERET,train
2,train/BERET/052.jpg,BERET,train
2,train/BERET/053.jpg,BERET,train
2,train/BERET/054.jpg,BERET,train
2,train/BERET/055.jpg,BERET,train
2,train/BERET/056.jpg,BERET,train
2,train/BERET/057.jpg,BERET,train
2,train/BERET/058.jpg,BERET,train
2,train/BERET/059.jpg,BERET,train
2,train/BERET/060.jpg,BERET,train
2,train/BERET/061.jpg,BERET,train
2,train/BERET/062.jpg,BERET,train
2,train/BERET/063.jpg,BERET,train
2,train/BERET/064.jpg,BERET,train
2,train/BERET/065.jpg,BERET,train
2,train/BERET/066.jpg,BERET,train
2,train/BERET/067.jpg,BERET,train
2,train/BERET/068.jpg,BERET,train
2,train/BERET/069.jpg,BERET,train
2,train/BERET/070.jpg,BERET,train
2,train/BERET/071.jpg,BERET,train
2,train/BERET/072.jpg,BERET,train
2,train/BERET/073.jpg,BERET,train
2,train/BERET/074.jpg,BERET,train
2,train/BERET/075.jpg,BERET,train
2,train/BERET/076.jpg,BERET,train
2,train/BERET/077.jpg,BERET,train
2,train/BERET/078.jpg,BERET,train
2,train/BERET/079.jpg,BERET,train
2,train/BERET/080.jpg,BERET,train
2,train/BERET/081.jpg,BERET,train
2,train/BERET/082.jpg,BERET,train
2,train/BERET/083.jpg,BERET,train
2,train/BERET/084.jpg,BERET,train
2,train/BERET/085.jpg,BERET,train
2,train/BERET/086.jpg,BERET,train
2,train/BERET/087.jpg,BERET,train
2,train/BERET/088.jpg,BERET,train
2,train/BERET/089.jpg,BERET,train
2,train/BERET/090.jpg,BERET,train
2,train/BERET/091.jpg,BERET,train
2,train/BERET/092.jpg,BERET,train
2,train/BERET/093.jpg,BERET,train
2,train/BERET/094.jpg,BERET,train
2,train/BERET/095.jpg,BERET,train
2,train/BERET/096.jpg,BERET,train
2,train/BERET/097.jpg,BERET,train
2,train/BERET/098.jpg,BERET,train
2,train/BERET/099.jpg,BERET,train
2,train/BERET/100.jpg,BERET,train
2,train/BERET/101.jpg,BERET,train
2,train/BERET/102.jpg,BERET,train
2,train/BERET/103.jpg,BERET,train
2,train/BERET/104.jpg,BERET,train
2,train/BERET/105.jpg,BERET,train
2,train/BERET/106.jpg,BERET,train
2,train/BERET/107.jpg,BERET,train
2,train/BERET/108.jpg,BERET,train
2,train/BERET/109.jpg,BERET,train
2,train/BERET/110.jpg,BERET,train
2,train/BERET/111.jpg,BERET,train
2,train/BERET/112.jpg,BERET,train
2,train/BERET/113.jpg,BERET,train
2,train/BERET/114.jpg,BERET,train
2,train/BERET/115.jpg,BERET,train
2,train/BERET/116.jpg,BERET,train
2,train/BERET/117.jpg,BERET,train
2,train/BERET/118.jpg,BERET,train
2,train/BERET/119.jpg,BERET,train
2,train/BERET/120.jpg,BERET,train
2,train/BERET/121.jpg,BERET,train
2,train/BERET/122.jpg,BERET,train
2,train/BERET/123.jpg,BERET,train
2,train/BERET/124.jpg,BERET,train
2,train/BERET/125.jpg,BERET,train
2,train/BERET/126.jpg,BERET,train
2,train/BERET/127.jpg,BERET,train
2,train/BERET/128.jpg,BERET,train
2,train/BERET/129.jpg,BERET,train
2,train/BERET/130.jpg,BERET,train
2,train/BERET/131.jpg,BERET,train
2,train/BERET/132.jpg,BERET,train
2,train/BERET/133.jpg,BERET,train
2,train/BERET/134.jpg,BERET,train
2,train/BERET/135.jpg,BERET,train
2,train/BERET/136.jpg,BERET,train
2,train/BERET/137.jpg,BERET,train
2,train/BERET/138.jpg,BERET,train
2,train/BERET/139.jpg,BERET,train
2,train/BERET/140.jpg,BERET,train
3,train/BICORNE/001.jpg,BICORNE,train
3,train/BICORNE/002.jpg,BICORNE,train
3,train/BICORNE/003.jpg,BICORNE,train
3,train/BICORNE/004.jpg,BICORNE,train
3,train/BICORNE/005.jpg,BICORNE,train
3,train/BICORNE/006.jpg,BICORNE,train
3,train/BICORNE/007.jpg,BICORNE,train
3,train/BICORNE/008.jpg,BICORNE,train
3,train/BICORNE/009.jpg,BICORNE,train
3,train/BICORNE/010.jpg,BICORNE,train
3,train/BICORNE/011.jpg,BICORNE,train
3,train/BICORNE/012.jpg,BICORNE,train
3,train/BICORNE/013.jpg,BICORNE,train
3,train/BICORNE/014.jpg,BICORNE,train
3,train/BICORNE/015.jpg,BICORNE,train
3,train/BICORNE/016.jpg,BICORNE,train
3,train/BICORNE/017.jpg,BICORNE,train
3,train/BICORNE/018.jpg,BICORNE,train
3,train/BICORNE/019.jpg,BICORNE,train
3,train/BICORNE/020.jpg,BICORNE,train
3,train/BICORNE/021.jpg,BICORNE,train
3,train/BICORNE/022.jpg,BICORNE,train
3,train/BICORNE/023.jpg,BICORNE,train
3,train/BICORNE/024.jpg,BICORNE,train
3,train/BICORNE/025.jpg,BICORNE,train
3,train/BICORNE/026.jpg,BICORNE,train
3,train/BICORNE/027.jpg,BICORNE,train
3,train/BICORNE/028.jpg,BICORNE,train
3,train/BICORNE/029.jpg,BICORNE,train
3,train/BICORNE/030.jpg,BICORNE,train
3,train/BICORNE/031.jpg,BICORNE,train
